"Project","Study","Ord_Occ","Event_Num","Cast_ID","Date_Time_UTC","Date_Time_PST","Lat_Dec","Lon_Dec","Sta_ID","Line","Sta","Depth","Pressure","Temp1","Temp2","TempAve","Salt1","Salt1_Corr","Salt2","Salt2_Corr","SaltAve_Corr","Ox1","Ox1_CruiseCorr","Ox1_StaCorr","Ox2","Ox2_CruiseCorr","Ox2_StaCorr","OxAve_StaCorr","FluorV","EstChl_CruiseCorr","EstChl_StaCorr","ISUSV","EstNO3_CruiseCorr","EstNO3_StaCorr","SigThetaTS1","SigThetaTS2","BAT","XMiss","SPAR","PAR","PoT1","PoT2","DynHt","SVA","OxSat1","OxSat2","BTL_Depth","BTL_Temp","SaltB","OxB","Chl.a","Phaeo","NO3","NO2","NH4","PO4","SIL"
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:37:45","27-Jan-2012 23:37:45",32.9153,-117.39414,"093.3 028.0",93.3,28,13,13.093,14.4897,14.5042,14.497,33.3651,33.3646,33.3636,33.3641,33.3644,5.81393,5.9961,6.0688,5.84398,6.0548,6.0877,6.0783,0.2142,1.0461,1.4304,0.4252,4.471,0.162,24.8215,24.8173,0.8014,81.8444,0,1e-12,14.4878,14.5023,0.0628,312.146,100.09013,100.60739,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:37:47","27-Jan-2012 23:37:47",32.9153,-117.39414,"093.3 028.0",93.3,28,14,14.1,14.4314,14.4311,14.4313,33.3657,33.3652,33.3633,33.3638,33.3645,5.80664,5.9885,6.0612,5.84891,6.0599,6.0929,6.0771,0.2382,1.1931,1.707,0.4256,4.4828,0.174,24.8343,24.8326,0.8057,81.7563,0,1e-12,14.4294,14.4291,0.066,310.953,99.84762,100.57452,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:37:49","27-Jan-2012 23:37:49",32.91531,-117.39414,"093.3 028.0",93.3,28,15,15.107,14.4237,14.4294,14.4266,33.3662,33.3657,33.3648,33.3653,33.3655,5.75659,5.9368,6.0087,5.77332,5.9813,6.0135,6.0111,0.3088,1.6586,2.6542,0.4235,4.4211,0.11,24.8364,24.8341,0.8125,81.6173,0,1e-12,14.4216,14.4272,0.0691,310.789,98.97196,99.25942,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:37:51","27-Jan-2012 23:37:51",32.91532,-117.39414,"093.3 028.0",93.3,28,16,16.114,14.3804,14.3891,14.3848,33.366,33.3655,33.3638,33.3643,33.3649,5.71497,5.8937,5.965,5.75402,5.9612,5.9932,5.9791,0.3215,1.7475,2.8457,0.4256,4.4828,0.174,24.8455,24.8419,0.8144,81.5802,0,1e-12,14.378,14.3868,0.0722,309.952,98.1704,98.84122,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:37:53","27-Jan-2012 23:37:53",32.91532,-117.39414,"093.3 028.0",93.3,28,17,17.121,14.3571,14.3628,14.36,33.3659,33.3654,33.3643,33.3648,33.3651,5.71827,5.8971,5.9685,5.75074,5.9578,5.9898,5.9792,0.2802,1.4641,2.2465,0.427,4.5239,0.217,24.8503,24.8479,0.8233,81.3985,0,1e-12,14.3547,14.3603,0.0754,309.52,98.18107,98.73851,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:37:54","27-Jan-2012 23:37:54",32.91532,-117.39414,"093.3 028.0",93.3,28,18,18.128,14.354,14.3558,14.3549,33.3661,33.3656,33.3648,33.3653,33.3655,5.72267,5.9017,5.9731,5.76528,5.9729,6.005,5.9891,0.3048,1.6309,2.5952,0.428,4.5532,0.248,24.8512,24.8497,0.8178,81.5098,0,1e-12,14.3513,14.3532,0.0785,309.467,98.25047,98.98202,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:37:57","27-Jan-2012 23:37:57",32.91535,-117.39415,"093.3 028.0",93.3,28,19,19.136,14.3524,14.3582,14.3553,33.3664,33.3659,33.3653,33.3658,33.3659,5.59141,5.7659,5.8354,5.58534,5.7857,5.8161,5.8258,0.3489,1.9449,3.281,0.4352,4.7646,0.468,24.8518,24.8497,0.8107,81.6541,0,1e-12,14.3496,14.3555,0.0816,309.44,95.99392,95.88973,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:37:59","27-Jan-2012 23:37:59",32.91536,-117.39416,"093.3 028.0",93.3,28,20,20.143,14.2669,14.2804,14.2737,33.3623,33.3618,33.3589,33.3594,33.3606,5.5057,5.6772,5.7455,5.52591,5.7239,5.7537,5.7496,0.2433,1.2251,1.7688,0.4425,4.979,0.692,24.8666,24.8611,0.8032,81.8077,0,1e-12,14.264,14.2775,0.0847,308.055,94.35708,94.70352,20,14.33,33.361,5.82,1.77,".56",0.7,0.8,0,0.4,2.9
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:01","27-Jan-2012 23:38:01",32.91536,-117.39417,"093.3 028.0",93.3,28,21,21.15,14.1947,14.2113,14.203,33.3612,33.3607,33.3595,33.36,33.3604,5.48004,5.6506,5.7185,5.5126,5.71,5.7397,5.7291,0.2441,1.2301,1.7785,0.4506,5.2168,0.94,24.8809,24.8761,0.7876,82.1276,0,1e-12,14.1917,14.2083,0.0878,306.72,93.77981,94.33696,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:03","27-Jan-2012 23:38:03",32.91537,-117.39416,"093.3 028.0",93.3,28,22,22.157,14.1514,14.1526,14.152,33.3593,33.3588,33.3576,33.3581,33.3585,5.44346,5.6128,5.6802,5.48846,5.6849,5.7144,5.6973,0.264,1.3575,2.03,0.4605,5.5075,1.243,24.8885,24.887,0.7682,82.5274,0,1e-12,14.1482,14.1495,0.0909,306.022,93.07121,93.84069,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:05","27-Jan-2012 23:38:05",32.91538,-117.39416,"093.3 028.0",93.3,28,23,23.164,14.1028,14.1326,14.1177,33.3576,33.3571,33.3573,33.3578,33.3575,5.17856,5.3387,5.4023,5.18146,5.3655,5.392,5.3972,0.2966,1.5746,2.4763,0.5021,6.729,2.517,24.8973,24.8909,0.7475,82.955,0,1e-12,14.0995,14.1293,0.094,305.207,88.45475,88.50432,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:07","27-Jan-2012 23:38:07",32.91538,-117.39418,"093.3 028.0",93.3,28,24,24.172,13.9076,13.9514,13.9295,33.3479,33.3474,33.3436,33.3441,33.3458,4.94233,5.0943,5.1545,4.94131,5.1156,5.1399,5.1472,0.1826,0.8612,1.1014,0.5179,7.1929,3.001,24.9304,24.918,0.7392,83.128,0,1e-12,13.9042,13.948,0.097,302.084,84.08029,84.06302,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:09","27-Jan-2012 23:38:09",32.9154,-117.39418,"093.3 028.0",93.3,28,25,25.179,13.613,13.6662,13.6396,33.3386,33.3381,33.3353,33.3358,33.337,4.96876,5.1217,5.1822,4.98544,5.1616,5.1862,5.1842,0.1666,0.7714,0.95,0.5355,7.7097,3.54,24.9835,24.9702,0.7251,83.4208,0,1e-12,13.6095,13.6627,0.1001,297.037,84.0179,84.29958,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:11","27-Jan-2012 23:38:11",32.9154,-117.39418,"093.3 028.0",93.3,28,26,26.186,13.4945,13.5182,13.5064,33.3446,33.3441,33.3411,33.3416,33.3429,4.94088,5.0928,5.1529,4.95004,5.1247,5.149,5.151,0.1673,0.7753,0.9564,0.5779,8.9546,4.839,25.0123,25.0048,0.7046,83.8494,0,1e-12,13.4909,13.5146,0.103,294.322,83.34709,83.50143,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:14","27-Jan-2012 23:38:14",32.91542,-117.39418,"093.3 028.0",93.3,28,27,27.193,13.4444,13.4498,13.4471,33.3413,33.3408,33.3356,33.3361,33.3385,4.49585,4.6324,4.6861,4.48892,4.645,4.6649,4.6755,0.1607,0.7389,0.8968,0.6207,10.2113,6.149,25.0199,25.0144,0.6804,84.3582,0,1e-12,13.4407,13.4461,0.106,293.622,75.76479,75.64779,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:16","27-Jan-2012 23:38:16",32.91542,-117.3942,"093.3 028.0",93.3,28,28,28.201,13.0423,13.0926,13.0675,33.3374,33.3369,33.3293,33.3298,33.3334,4.40879,4.5423,4.5948,4.42407,4.5775,4.5968,4.5958,0.1048,0.4482,0.4615,0.6337,10.593,6.548,25.0974,25.0812,0.6538,84.9221,0,1e-12,13.0385,13.0888,0.1089,286.257,73.68157,73.93692,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:17","27-Jan-2012 23:38:17",32.91542,-117.3942,"093.3 028.0",93.3,28,29,29.208,12.8517,12.8871,12.8694,33.3392,33.3387,33.3357,33.3362,33.3375,4.39609,4.5292,4.5814,4.41272,4.5657,4.5848,4.5831,0.1016,0.4325,0.4404,0.6591,11.3388,7.326,25.1364,25.1268,0.6342,85.3385,0,1e-12,12.8478,12.8832,0.1118,282.561,73.18098,73.45777,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:19","27-Jan-2012 23:38:19",32.91544,-117.39419,"093.3 028.0",93.3,28,30,30.215,12.7544,12.77,12.7622,33.3438,33.3433,33.3419,33.3424,33.3429,4.35505,4.4867,4.5384,4.36524,4.5163,4.535,4.5367,0.1142,0.4949,0.526,0.7121,12.895,8.949,25.1591,25.1545,0.6255,85.525,0,1e-12,12.7504,12.766,0.1146,280.425,72.3539,72.52331,30,12.91,33.346,4.65,0.48,".42",8.7,0.12,0,0.95,8
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:22","27-Jan-2012 23:38:22",32.91544,-117.39418,"093.3 028.0",93.3,28,31,31.222,12.6844,12.6795,12.682,33.3459,33.3454,33.3421,33.3426,33.344,4.27786,4.4069,4.4574,4.30175,4.4502,4.4683,4.4629,0.1152,0.4999,0.5331,0.7431,13.8052,9.898,25.1744,25.1724,0.6227,85.5835,0,1e-12,12.6803,12.6754,0.1174,278.996,70.96933,71.36561,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:24","27-Jan-2012 23:38:24",32.91544,-117.39418,"093.3 028.0",93.3,28,32,32.23,12.6152,12.6095,12.6124,33.3503,33.3498,33.3489,33.3494,33.3496,4.23772,4.3653,4.4153,4.26753,4.4146,4.4324,4.4239,0.1296,0.5733,0.6392,0.7464,13.9021,9.999,25.1913,25.1913,0.6211,85.6174,0,1e-12,12.611,12.6052,0.1202,277.409,70.20433,70.69822,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:26","27-Jan-2012 23:38:26",32.91546,-117.3942,"093.3 028.0",93.3,28,33,33.237,12.5473,12.5627,12.555,33.3531,33.3526,33.351,33.3515,33.3521,4.22972,4.3571,4.4069,4.24902,4.3954,4.413,4.41,0.1043,0.4457,0.4582,0.7535,14.1106,10.217,25.2066,25.202,0.6213,85.6131,0,1e-12,12.543,12.5584,0.123,275.975,69.97405,70.29342,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:27","27-Jan-2012 23:38:27",32.91546,-117.39419,"093.3 028.0",93.3,28,34,34.244,12.529,12.5331,12.5311,33.3541,33.3536,33.3528,33.3533,33.3535,4.21821,4.3452,4.3948,4.24969,4.3961,4.4137,4.4043,0.1081,0.4645,0.4838,0.7603,14.3102,10.425,25.2109,25.2091,0.6204,85.6324,0,1e-12,12.5245,12.5286,0.1258,275.585,69.75753,70.27804,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:30","27-Jan-2012 23:38:30",32.91547,-117.39418,"093.3 028.0",93.3,28,35,35.251,12.5143,12.5148,12.5146,33.3554,33.3549,33.354,33.3545,33.3547,4.16509,4.2902,4.3391,4.18143,4.3251,4.342,4.3406,0.1271,0.5604,0.6202,0.7717,14.645,10.774,25.2148,25.2136,0.6191,85.6607,0,1e-12,12.5097,12.5101,0.1285,275.242,68.8586,69.12879,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:33","27-Jan-2012 23:38:33",32.91548,-117.3942,"093.3 028.0",93.3,28,36,36.259,12.4419,12.4527,12.4473,33.3559,33.3554,33.3539,33.3544,33.3549,4.05372,4.175,4.2223,4.07717,4.2166,4.2325,4.2274,0.0979,0.4144,0.4165,0.7855,15.0502,11.197,25.2292,25.2256,0.6157,85.7333,0,1e-12,12.4372,12.4479,0.1313,273.901,66.91658,67.30383,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:34","27-Jan-2012 23:38:34",32.91548,-117.3942,"093.3 028.0",93.3,28,37,37.266,12.3888,12.3946,12.3917,33.3602,33.3597,33.3586,33.3591,33.3594,3.99169,4.1108,4.1572,4.00928,4.146,4.1612,4.1592,0.0891,0.3721,0.3618,0.7964,15.3702,11.531,25.2428,25.2404,0.6096,85.8641,0,1e-12,12.384,12.3897,0.1341,272.628,65.82139,66.11143,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:35","27-Jan-2012 23:38:35",32.91548,-117.3942,"093.3 028.0",93.3,28,38,38.273,12.2979,12.3188,12.3084,33.3667,33.3662,33.3641,33.3646,33.3654,4.01986,4.1399,4.1868,4.03738,4.1752,4.1907,4.1888,0.0838,0.3469,0.3303,0.8049,15.6198,11.791,25.2652,25.2592,0.608,85.8997,0,1e-12,12.293,12.3138,0.1368,270.513,66.16246,66.45095,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:38","27-Jan-2012 23:38:38",32.9155,-117.39418,"093.3 028.0",93.3,28,39,39.28,12.2654,12.2528,12.2591,33.3726,33.3721,33.3736,33.3741,33.3731,3.98141,4.1002,4.1464,3.98422,4.1199,4.1349,4.1407,0.0908,0.3802,0.3721,0.8346,16.4918,12.701,25.276,25.2792,0.6052,85.9588,0,1e-12,12.2603,12.2477,0.1395,269.514,65.48545,65.53184,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:41","27-Jan-2012 23:38:41",32.91551,-117.3942,"093.3 028.0",93.3,28,40,40.288,12.1159,12.1257,12.1208,33.3837,33.3832,33.3813,33.3818,33.3825,3.87949,3.9947,4.0395,3.89009,4.0219,4.0361,4.0378,0.0641,0.2559,0.2233,0.8476,16.8735,13.099,25.3131,25.3093,0.5991,86.0891,0,1e-12,12.1107,12.1206,0.1422,266.002,63.61638,63.79013,40,12.02,33.392,4,0.23,".26",13.5,0.4,0,1.27,12.2
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:42","27-Jan-2012 23:38:42",32.91552,-117.3942,"093.3 028.0",93.3,28,41,41.295,12.0576,12.0589,12.0583,33.3918,33.3913,33.3904,33.3909,33.3911,3.89463,4.0104,4.0554,3.91466,4.0475,4.0619,4.0587,0.0631,0.2514,0.2182,0.8528,17.0262,13.258,25.3303,25.329,0.5946,86.1861,0,1e-12,12.0523,12.0536,0.1449,264.377,63.78997,64.11798,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:43","27-Jan-2012 23:38:43",32.91552,-117.39418,"093.3 028.0",93.3,28,42,42.302,11.9423,11.9522,11.9473,33.3989,33.3984,33.3972,33.3977,33.3981,3.89468,4.0104,4.0554,3.91968,4.0527,4.0672,4.0613,0.0603,0.2388,0.2044,0.8639,17.3521,13.598,25.3575,25.3544,0.5918,86.2466,0,1e-12,11.9369,11.9468,0.1475,261.811,63.63932,64.04791,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:47","27-Jan-2012 23:38:47",32.91553,-117.39419,"093.3 028.0",93.3,28,43,43.31,11.9911,11.9431,11.9671,33.3974,33.3969,33.3987,33.3992,33.3981,3.81281,3.9257,3.9696,3.82537,3.9546,3.9681,3.9689,0.0664,0.2664,0.235,0.8927,18.1978,14.48,25.3473,25.3573,0.5924,86.2346,0,1e-12,11.9855,11.9376,0.1502,262.815,62.36522,62.57035,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:48","27-Jan-2012 23:38:48",32.91554,-117.39422,"093.3 028.0",93.3,28,44,44.317,11.7417,11.7656,11.7537,33.4145,33.414,33.4111,33.4116,33.4128,3.78545,3.8974,3.9409,3.82257,3.9517,3.9652,3.9531,0.044,0.167,0.13,0.8923,18.186,14.468,25.4071,25.4,0.5909,86.2672,0,1e-12,11.7361,11.76,0.1528,257.128,61.59978,62.20391,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:50","27-Jan-2012 23:38:50",32.91554,-117.39421,"093.3 028.0",93.3,28,45,45.324,11.6603,11.6743,11.6673,33.4232,33.4227,33.4209,33.4214,33.4221,3.7862,3.8982,3.9416,3.80658,3.9351,3.9484,3.945,0.0429,0.1623,0.1254,0.8988,18.3769,14.667,25.429,25.4246,0.5877,86.3369,0,1e-12,11.6546,11.6686,0.1554,255.068,61.50944,61.84061,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:52","27-Jan-2012 23:38:52",32.91555,-117.3942,"093.3 028.0",93.3,28,46,46.332,11.6116,11.6254,11.6185,33.4273,33.4268,33.4254,33.4259,33.4264,3.77129,3.8828,3.926,3.79502,3.923,3.9363,3.9312,0.0418,0.1576,0.1208,0.9089,18.6734,14.976,25.4411,25.4371,0.5849,86.3951,0,1e-12,11.6058,11.6196,0.1579,253.933,61.20595,61.59099,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:54","27-Jan-2012 23:38:54",32.91556,-117.39421,"093.3 028.0",93.3,28,47,47.339,11.5858,11.5894,11.5876,33.4302,33.4297,33.4292,33.4297,33.4297,3.69606,3.8049,3.8471,3.71578,3.8406,3.8531,3.8501,0.0488,0.1879,0.1508,0.9209,19.0258,15.344,25.4482,25.4468,0.5813,86.4738,0,1e-12,11.5799,11.5835,0.1605,253.281,59.9533,60.27329,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",4,32,"1202_004d","28-Jan-2012 07:38:56","27-Jan-2012 23:38:56",32.91556,-117.39422,"093.3 028.0",93.3,28,48,48.346,11.5041,11.5205,11.5123,33.4376,33.4371,33.4342,33.4347,33.4359,3.59208,3.6974,3.738,3.6374,3.7591,3.7708,3.7544,0.0368,0.1362,0.1006,0.9323,19.3605,15.693,25.4689,25.4633,0.5797,86.5088,0,1e-12,11.4981,11.5145,0.163,251.33,58.16874,58.90265,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
