"Project","Study","Ord_Occ","Event_Num","Cast_ID","Date_Time_UTC","Date_Time_PST","Lat_Dec","Lon_Dec","Sta_ID","Line","Sta","Depth","Pressure","Temp1","Temp2","TempAve","Salt1","Salt1_Corr","Salt2","Salt2_Corr","SaltAve_Corr","Ox1","Ox1_CruiseCorr","Ox1_StaCorr","Ox2","Ox2_CruiseCorr","Ox2_StaCorr","OxAve_StaCorr","FluorV","EstChl_CruiseCorr","EstChl_StaCorr","ISUSV","EstNO3_CruiseCorr","EstNO3_StaCorr","SigThetaTS1","SigThetaTS2","BAT","XMiss","SPAR","PAR","PoT1","PoT2","DynHt","SVA","OxSat1","OxSat2","BTL_Depth","BTL_Temp","SaltB","OxB","Chl.a","Phaeo","NO3","NO2","NH4","PO4","SIL"
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:47:30","28-Jan-2012 08:47:30",32.68423,-117.86989,"093.3 035.0",93.3,35,2,2.014,14.8226,14.8229,14.8228,33.408,33.4075,33.4067,33.4072,33.4074,5.74253,5.9222,5.9264,5.77058,5.9784,5.9426,5.9345,0.0624,0.2483,0.2696,0.364,2.6741,0.847,24.7832,24.7821,0.7235,83.4527,1859.3,69.862,14.8223,14.8227,-0.0048,315.473,99.54969,100.03586,2,14.83,33.409,6.06,0.39,".11",0,0,0,0.34,2.6
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:55","28-Jan-2012 08:48:55",32.68456,-117.86977,"093.3 035.0",93.3,35,3,3.021,14.8228,14.8229,14.8229,33.408,33.4075,33.4069,33.4074,33.4075,5.73592,5.9154,5.9196,5.7309,5.9371,5.9014,5.9105,0.0555,0.2174,0.2379,0.3544,2.3922,0.565,24.7831,24.7823,0.7251,83.4213,1850,37.153,14.8223,14.8224,0.0142,315.507,99.4355,99.34853,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:40","28-Jan-2012 08:48:40",32.6845,-117.8698,"093.3 035.0",93.3,35,4,4.028,14.8214,14.8218,14.8216,33.408,33.4075,33.4068,33.4073,33.4074,5.73445,5.9139,5.918,5.72859,5.9347,5.899,5.9085,0.0586,0.2312,0.2524,0.3565,2.4539,0.627,24.7835,24.7825,0.7265,83.3919,1856.5,35.037,14.8208,14.8212,0.0149,315.504,99.40723,99.3057,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:42","28-Jan-2012 08:48:42",32.6845,-117.8698,"093.3 035.0",93.3,35,5,5.035,14.8236,14.8241,14.8239,33.4085,33.408,33.4072,33.4077,33.4079,5.74227,5.922,5.9261,5.738,5.9445,5.9088,5.9175,0.0583,0.2299,0.251,0.3582,2.5038,0.677,24.7834,24.7823,0.7245,83.4334,1852.9,32.247,14.8229,14.8233,0.0181,315.543,99.54749,99.47349,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:44","28-Jan-2012 08:48:44",32.68451,-117.8698,"093.3 035.0",93.3,35,6,6.043,14.8238,14.8244,14.8241,33.4085,33.408,33.4072,33.4077,33.4079,5.7365,5.916,5.9202,5.74212,5.9488,5.9131,5.9167,0.0658,0.2636,0.2845,0.362,2.6153,0.789,24.7834,24.7823,0.7251,83.4202,1855.7,25.936,14.823,14.8235,0.0213,315.571,99.4479,99.5454,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:46","28-Jan-2012 08:48:46",32.68452,-117.8698,"093.3 035.0",93.3,35,7,7.05,14.8207,14.8209,14.8208,33.408,33.4075,33.4066,33.4071,33.4073,5.72938,5.9086,5.9128,5.75427,5.9614,5.9257,5.9193,0.0732,0.2975,0.3155,0.3666,2.7504,0.924,24.7837,24.7826,0.7249,83.4239,1856.9,23.803,14.8197,14.8199,0.0245,315.573,99.31792,99.74933,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:48","28-Jan-2012 08:48:48",32.68453,-117.8698,"093.3 035.0",93.3,35,8,8.057,14.8202,14.8201,14.8202,33.408,33.4075,33.4066,33.4071,33.4073,5.71539,5.8941,5.8983,5.75302,5.9601,5.9244,5.9114,0.0754,0.3077,0.3243,0.3663,2.7416,0.915,24.7839,24.7828,0.7256,83.41,1856.8,20.818,14.819,14.819,0.0276,315.588,99.07447,99.72682,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:49","28-Jan-2012 08:48:49",32.68454,-117.8698,"093.3 035.0",93.3,35,9,9.064,14.8181,14.8179,14.818,33.4077,33.4072,33.4063,33.4068,33.407,5.72128,5.9002,5.9044,5.76306,5.9706,5.9348,5.9196,0.0809,0.3333,0.3455,0.3664,2.7445,0.918,24.7841,24.7831,0.7244,83.4358,1853.8,17.939,14.8168,14.8165,0.0308,315.592,99.1722,99.89646,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:52","28-Jan-2012 08:48:52",32.68454,-117.86978,"093.3 035.0",93.3,35,10,10.071,14.8149,14.8143,14.8146,33.4073,33.4068,33.4061,33.4066,33.4067,5.72917,5.9084,5.9126,5.7672,5.9749,5.9391,5.9259,0.0866,0.3602,0.3662,0.3695,2.8356,1.009,24.7846,24.7838,0.7251,83.4203,1853.5,15.578,14.8135,14.8128,0.034,315.583,99.30242,99.96166,10,14.82,33.411,5.98,0.4,".10",0,0,0.4,0.35,2.7
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:54","28-Jan-2012 08:48:54",32.68454,-117.86978,"093.3 035.0",93.3,35,11,11.078,14.8159,14.8165,14.8162,33.4074,33.4069,33.406,33.4065,33.4067,5.73464,5.9141,5.9182,5.75962,5.967,5.9312,5.9247,0.0917,0.3845,0.3837,0.37,2.8502,1.023,24.7844,24.7832,0.7251,83.4199,1856.9,13.529,14.8142,14.8149,0.0371,315.625,99.39925,99.8322,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:55","28-Jan-2012 08:48:55",32.68456,-117.86978,"093.3 035.0",93.3,35,12,12.085,14.8144,14.8147,14.8146,33.4072,33.4067,33.4059,33.4064,33.4066,5.73966,5.9193,5.9234,5.76719,5.9749,5.9391,5.9313,0.092,0.3859,0.3847,0.37,2.8502,1.023,24.7846,24.7836,0.7247,83.4278,1856.2,12.111,14.8126,14.8129,0.0403,315.635,99.48309,99.96031,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:57","28-Jan-2012 08:48:57",32.68456,-117.86977,"093.3 035.0",93.3,35,13,13.092,14.8107,14.8111,14.8109,33.4068,33.4063,33.4056,33.4061,33.4062,5.74475,5.9245,5.9287,5.76536,5.973,5.9372,5.933,0.0955,0.4028,0.3961,0.3725,2.9236,1.097,24.7851,24.7841,0.7238,83.4483,1852.9,10.981,14.8088,14.8091,0.0435,315.618,99.56376,99.92094,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:48:59","28-Jan-2012 08:48:59",32.68455,-117.86976,"093.3 035.0",93.3,35,14,14.1,14.8087,14.8101,14.8094,33.4066,33.4061,33.4055,33.406,33.4061,5.74056,5.9202,5.9244,5.75568,5.9629,5.9271,5.9258,0.0983,0.4164,0.4049,0.374,2.9677,1.141,24.7854,24.7843,0.7234,83.4571,1852.8,8.9667,14.8067,14.808,0.0467,315.621,99.48703,99.74901,14,14.81,33.41,5.93,0.4,".11",0,0,0.5,0.34,2.7
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:02","28-Jan-2012 08:49:02",32.68458,-117.86978,"093.3 035.0",93.3,35,15,15.107,14.7903,14.7893,14.7898,33.4045,33.404,33.4028,33.4033,33.4037,5.73564,5.9151,5.9193,5.75785,5.9652,5.9294,5.9244,0.0999,0.4242,0.4098,0.3677,2.7827,0.956,24.7878,24.7868,0.7225,83.4742,1852.8,8.4704,14.788,14.787,0.0499,315.421,99.36371,99.74861,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:03","28-Jan-2012 08:49:03",32.68458,-117.86977,"093.3 035.0",93.3,35,16,16.114,14.786,14.7855,14.7858,33.4038,33.4033,33.4023,33.4028,33.4031,5.74629,5.9261,5.9303,5.75694,5.9642,5.9284,5.9294,0.0978,0.4139,0.4033,0.3655,2.7181,0.891,24.7882,24.7872,0.7224,83.4765,1852.8,7.7185,14.7836,14.7831,0.0531,315.414,99.5394,99.72382,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:05","28-Jan-2012 08:49:05",32.68458,-117.86976,"093.3 035.0",93.3,35,17,17.121,14.7688,14.7634,14.7661,33.4024,33.4019,33.4009,33.4014,33.4017,5.74274,5.9224,5.9266,5.7411,5.9477,5.912,5.9193,0.1028,0.4383,0.4183,0.3666,2.7504,0.924,24.7909,24.7909,0.7196,83.5358,1852.8,6.7064,14.7663,14.7609,0.0562,315.19,99.44283,99.41445,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:08","28-Jan-2012 08:49:08",32.68459,-117.86976,"093.3 035.0",93.3,35,18,18.128,14.722,14.7019,14.712,33.3966,33.3961,33.3935,33.394,33.3951,5.75152,5.9315,5.9357,5.77001,5.9778,5.942,5.9389,0.1058,0.4531,0.4269,0.3718,2.9031,1.076,24.7965,24.7984,0.7157,83.6178,1854.4,5.9599,14.7194,14.6992,0.0594,314.686,99.49785,99.81768,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:09","28-Jan-2012 08:49:09",32.6846,-117.86976,"093.3 035.0",93.3,35,19,19.135,14.5845,14.5845,14.5845,33.3864,33.3859,33.3853,33.3858,33.3859,5.79519,5.9767,5.981,5.77702,5.9851,5.9492,5.9651,0.1043,0.4457,0.4227,0.3741,2.9706,1.144,24.818,24.8172,0.7107,83.7218,1856.8,5.0995,14.5817,14.5817,0.0625,312.663,99.97085,99.65737,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:11","28-Jan-2012 08:49:11",32.6846,-117.86976,"093.3 035.0",93.3,35,20,20.142,14.5709,14.5719,14.5714,33.3863,33.3858,33.385,33.3855,33.3857,5.76642,5.9469,5.9512,5.76004,5.9674,5.9316,5.9414,0.1065,0.4566,0.4288,0.3703,2.859,1.032,24.8209,24.8197,0.7099,83.737,1856.8,4.5822,14.5679,14.5689,0.0657,312.418,99.44715,99.33711,20,14.57,33.394,5.94,0.52,".17",0,0,0.4,0.35,2.6
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:12","28-Jan-2012 08:49:12",32.6846,-117.86976,"093.3 035.0",93.3,35,21,21.15,14.5669,14.5676,14.5673,33.3867,33.3862,33.3857,33.3862,33.3862,5.7386,5.9182,5.9223,5.77188,5.9798,5.9439,5.9331,0.1106,0.4769,0.4398,0.3664,2.7445,0.918,24.8221,24.8211,0.7105,83.7254,1856.7,4.0105,14.5639,14.5645,0.0688,312.333,98.9599,99.53376,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:15","28-Jan-2012 08:49:15",32.68462,-117.86976,"093.3 035.0",93.3,35,22,22.157,14.5667,14.563,14.5649,33.3877,33.3872,33.3865,33.387,33.3871,5.79136,5.9727,5.977,5.77193,5.9798,5.944,5.9605,0.1235,0.542,0.4702,0.3682,2.7974,0.971,24.8229,24.8227,0.7074,83.7908,1853.2,3.6882,14.5635,14.5598,0.072,312.285,99.86978,99.53483,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:17","28-Jan-2012 08:49:17",32.68463,-117.86976,"093.3 035.0",93.3,35,23,23.164,14.5556,14.556,14.5558,33.3876,33.3871,33.3863,33.3868,33.387,5.75653,5.9367,5.9409,5.77156,5.9794,5.9436,5.9423,0.1194,0.5211,0.4613,0.3756,3.0147,1.188,24.8253,24.8242,0.7066,83.8072,1856.8,3.2574,14.5523,14.5527,0.0751,312.089,99.24703,99.50621,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:19","28-Jan-2012 08:49:19",32.68464,-117.86976,"093.3 035.0",93.3,35,24,24.171,14.5513,14.5516,14.5515,33.3879,33.3874,33.3866,33.3871,33.3873,5.74527,5.9251,5.9293,5.76593,5.9736,5.9377,5.9335,0.1204,0.5262,0.4635,0.3749,2.9941,1.167,24.8264,24.8253,0.7045,83.8515,1858.4,2.8033,14.5478,14.5481,0.0783,312.011,99.04456,99.4007,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:20","28-Jan-2012 08:49:20",32.68464,-117.86975,"093.3 035.0",93.3,35,25,25.178,14.5491,14.5494,14.5493,33.3883,33.3878,33.387,33.3875,33.3877,5.7512,5.9312,5.9354,5.74935,5.9563,5.9206,5.928,0.1226,0.5374,0.4683,0.3748,2.9912,1.164,24.8272,24.8261,0.7018,83.9073,1860.6,2.433,14.5454,14.5457,0.0814,311.961,99.14251,99.11061,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:23","28-Jan-2012 08:49:23",32.68465,-117.86975,"093.3 035.0",93.3,35,26,26.186,14.5485,14.5487,14.5486,33.389,33.3885,33.3878,33.3883,33.3884,5.73944,5.919,5.9232,5.73291,5.9392,5.9035,5.9134,0.1272,0.561,0.4777,0.3748,2.9912,1.164,24.8279,24.8269,0.6982,83.9829,1860.7,2.0322,14.5447,14.5449,0.0846,311.924,98.93923,98.82657,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:24","28-Jan-2012 08:49:24",32.68466,-117.86976,"093.3 035.0",93.3,35,27,27.193,14.5467,14.5472,14.547,33.3892,33.3887,33.3878,33.3883,33.3885,5.7077,5.8862,5.8903,5.72857,5.9347,5.899,5.8947,0.126,0.5548,0.4754,0.3705,2.8649,1.038,24.8285,24.8273,0.6958,84.0345,1860.7,1.8725,14.5428,14.5432,0.0877,311.902,98.38863,98.74827,27,14.56,33.393,5.92,0.55,".21",0,0,0.11,0.34,2.9
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:26","28-Jan-2012 08:49:26",32.68466,-117.86975,"093.3 035.0",93.3,35,28,28.2,14.5453,14.5457,14.5455,33.3893,33.3888,33.388,33.3885,33.3887,5.70827,5.8868,5.8909,5.73759,5.9441,5.9084,5.8997,0.1292,0.5713,0.4816,0.3637,2.6653,0.838,24.8289,24.8278,0.6939,84.0748,1860.7,1.619,14.5412,14.5416,0.0908,311.892,98.39564,98.90098,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:28","28-Jan-2012 08:49:28",32.68466,-117.86974,"093.3 035.0",93.3,35,29,29.207,14.5443,14.5447,14.5445,33.3894,33.3889,33.3881,33.3886,33.3888,5.70915,5.8877,5.8918,5.73739,5.9439,5.9081,5.9,0.1393,0.624,0.4987,0.3627,2.6359,0.809,24.8292,24.8281,0.6928,84.096,1860.7,1.4249,14.54,14.5405,0.094,311.886,98.4088,98.89565,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:31","28-Jan-2012 08:49:31",32.68468,-117.86974,"093.3 035.0",93.3,35,30,30.214,14.5437,14.5438,14.5438,33.3894,33.3889,33.3881,33.3886,33.3888,5.70427,5.8826,5.8867,5.71794,5.9236,5.888,5.8874,0.1455,0.6568,0.5072,0.3664,2.7445,0.918,24.8293,24.8283,0.69,84.1565,1860.7,1.1528,14.5393,14.5394,0.0971,311.906,98.32363,98.55918,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:32","28-Jan-2012 08:49:32",32.6847,-117.86974,"093.3 035.0",93.3,35,31,31.222,14.536,14.5365,14.5363,33.3889,33.3884,33.3876,33.3881,33.3883,5.66317,5.8401,5.8441,5.68292,5.8872,5.8517,5.8479,0.1364,0.6087,0.4942,0.3688,2.815,0.988,24.8306,24.8295,0.6872,84.215,1860.7,0.93183,14.5314,14.532,0.1003,311.812,97.59963,97.94007,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:34","28-Jan-2012 08:49:34",32.6847,-117.86974,"093.3 035.0",93.3,35,32,32.229,14.5317,14.5325,14.5321,33.3885,33.388,33.3872,33.3877,33.3879,5.65237,5.8289,5.8329,5.68749,5.892,5.8564,5.8447,0.1415,0.6356,0.5019,0.37,2.8502,1.023,24.8312,24.8301,0.6864,84.232,1860.8,0.80812,14.5271,14.5279,0.1034,311.785,97.40499,98.01015,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:35","28-Jan-2012 08:49:35",32.6847,-117.86974,"093.3 035.0",93.3,35,33,33.236,14.4921,14.4959,14.494,33.384,33.3835,33.3828,33.3833,33.3834,5.68939,5.8672,5.8713,5.68331,5.8876,5.8521,5.8617,0.1643,0.7587,0.5241,0.3731,2.9413,1.114,24.8362,24.8345,0.6986,83.9744,1860.4,0.67758,14.4873,14.4911,0.1065,311.338,97.96209,97.85738,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:37","28-Jan-2012 08:49:37",32.68471,-117.86974,"093.3 035.0",93.3,35,34,34.243,14.4753,14.4697,14.4725,33.384,33.3835,33.3825,33.383,33.3833,5.6542,5.8308,5.8348,5.64806,5.8509,5.8155,5.8252,0.1874,0.8887,0.5262,0.3755,3.0117,1.185,24.8398,24.8399,0.699,83.9658,1858.7,0.53954,14.4704,14.4647,0.1097,311.02,97.32336,97.21767,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:40","28-Jan-2012 08:49:40",32.68472,-117.86974,"093.3 035.0",93.3,35,35,35.251,14.4292,14.4306,14.4299,33.3794,33.3789,33.3784,33.3789,33.3789,5.51801,5.6899,5.6936,5.47488,5.6708,5.6359,5.6648,0.1778,0.834,0.5278,0.3823,3.2114,1.385,24.8461,24.845,0.7056,83.8282,1865.5,0.38965,14.4241,14.4255,0.1128,310.451,94.88826,94.14667,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:42","28-Jan-2012 08:49:42",32.68472,-117.86974,"093.3 035.0",93.3,35,36,36.258,14.3814,14.3906,14.386,33.3744,33.3739,33.3746,33.3751,33.3745,5.35989,5.5263,5.5297,5.31273,5.5021,5.4677,5.4987,0.1886,0.8956,0.5258,0.3869,3.3465,1.52,24.8523,24.8506,0.7085,83.7675,1866.6,0.27802,14.3762,14.3853,0.1159,309.887,92.07807,91.26812,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:43","28-Jan-2012 08:49:43",32.68473,-117.86974,"093.3 035.0",93.3,35,37,37.265,14.1435,14.1506,14.1471,33.362,33.3615,33.3601,33.3606,33.3611,5.22004,5.3817,5.3847,5.14019,5.3226,5.2888,5.3368,0.2094,1.0174,0.5091,0.3918,3.4903,1.664,24.8927,24.8898,0.7126,83.6812,1866.6,0.16457,14.1381,14.1453,0.119,306.052,89.2395,87.87434,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:45","28-Jan-2012 08:49:45",32.68474,-117.86973,"093.3 035.0",93.3,35,38,38.272,13.9545,13.9251,13.9398,33.3562,33.3557,33.3603,33.3608,33.3583,4.89647,5.0469,5.0492,4.80405,4.9728,4.9402,4.9947,0.2157,1.0551,0.5008,0.4158,4.195,2.368,24.9275,24.9367,0.6996,83.9534,1862.9,0.081989,13.9491,13.9197,0.1221,302.757,83.38685,81.81298,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:47","28-Jan-2012 08:49:47",32.68474,-117.86973,"093.3 035.0",93.3,35,39,39.28,13.4414,13.3951,13.4183,33.3387,33.3382,33.3408,33.3413,33.3398,4.69004,4.8333,4.8352,4.67824,4.8419,4.8097,4.8225,0.1831,0.8641,0.5274,0.4696,5.7747,3.948,25.0188,25.0297,0.6759,84.4535,1862.8,0.00376,13.436,13.3897,0.1251,294.062,79.02868,78.82869,39,12.9,33.336,4.78,0.49,".52",7.9,0.8,0.11,0.89,8
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:49","28-Jan-2012 08:49:49",32.68475,-117.86974,"093.3 035.0",93.3,35,40,40.287,13.1562,13.1558,13.156,33.3365,33.336,33.3361,33.3366,33.3363,4.61772,4.7585,4.7602,4.60697,4.7678,4.7358,4.748,0.1637,0.7554,0.5238,0.5398,7.8359,6.009,25.0744,25.0741,0.6614,84.7599,1866.6,-2.59e-06,13.1507,13.1504,0.128,288.776,77.35403,77.17385,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:51","28-Jan-2012 08:49:51",32.68476,-117.86973,"093.3 035.0",93.3,35,41,41.294,13.0842,13.0894,13.0868,33.3362,33.3357,33.3356,33.3361,33.3359,4.55253,4.691,4.6926,4.56722,4.7264,4.6946,4.6936,0.1575,0.7214,0.5196,0.5873,9.2306,7.403,25.0885,25.0871,0.6553,84.8891,1866.6,1e-12,13.0786,13.0838,0.1309,287.457,76.14855,76.39433,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:52","28-Jan-2012 08:49:52",32.68476,-117.86972,"093.3 035.0",93.3,35,42,42.301,12.9326,12.9304,12.9315,33.3378,33.3373,33.3381,33.3386,33.338,4.55818,4.6969,4.6985,4.56551,4.7247,4.6928,4.6957,0.1515,0.6889,0.5141,0.6456,10.9424,9.115,25.1198,25.1204,0.6417,85.1776,1861.8,1e-12,12.9269,12.9247,0.1338,284.499,76.00575,76.12792,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:55","28-Jan-2012 08:49:55",32.68477,-117.86972,"093.3 035.0",93.3,35,43,43.309,12.8756,12.8617,12.8687,33.3396,33.3391,33.3386,33.3391,33.3391,4.5026,4.6394,4.6408,4.50183,4.6584,4.6267,4.6338,0.159,0.7296,0.5207,0.6691,11.6324,9.805,25.1324,25.1344,0.6352,85.3164,1868.4,1e-12,12.8698,12.8559,0.1367,283.317,74.99126,74.97838,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:57","28-Jan-2012 08:49:57",32.68478,-117.86972,"093.3 035.0",93.3,35,44,44.316,12.7803,12.7832,12.7818,33.3372,33.3367,33.3367,33.3372,33.337,4.4722,4.6079,4.6093,4.47156,4.6269,4.5954,4.6024,0.1234,0.5415,0.47,0.6727,11.7381,9.911,25.1493,25.1483,0.6285,85.4608,1870.6,1e-12,12.7744,12.7773,0.1395,281.733,74.33706,74.32647,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:49:59","28-Jan-2012 08:49:59",32.68479,-117.86972,"093.3 035.0",93.3,35,45,45.323,12.6878,12.6911,12.6895,33.3375,33.337,33.3364,33.3369,33.337,4.46011,4.5954,4.5968,4.45491,4.6096,4.5781,4.5875,0.1141,0.4944,0.4487,0.6809,11.9789,10.152,25.1676,25.1661,0.6192,85.6592,1870.5,1e-12,12.6818,12.6851,0.1424,280.012,73.99403,73.90779,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:50:00","28-Jan-2012 08:50:00",32.6848,-117.86972,"093.3 035.0",93.3,35,46,46.331,12.6407,12.6414,12.6411,33.3382,33.3377,33.3375,33.338,33.3379,4.45706,4.5923,4.5936,4.44293,4.5971,4.5657,4.5797,0.1125,0.4864,0.4447,0.6905,12.2608,10.433,25.1773,25.1766,0.6154,85.7409,1867.6,1e-12,12.6346,12.6353,0.1452,279.111,73.87152,73.63743,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:50:02","28-Jan-2012 08:50:02",32.6848,-117.86971,"093.3 035.0",93.3,35,47,47.338,12.5757,12.5739,12.5748,33.3392,33.3387,33.3386,33.3391,33.3389,4.41832,4.5522,4.5535,4.41433,4.5674,4.536,4.5448,0.1109,0.4784,0.4406,0.6961,12.4252,10.598,25.1907,25.1906,0.6123,85.8069,1869.5,1e-12,12.5695,12.5677,0.148,277.856,73.13112,73.06495,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:50:05","28-Jan-2012 08:50:05",32.6848,-117.86972,"093.3 035.0",93.3,35,48,48.345,12.5057,12.4943,12.5,33.3469,33.3464,33.3475,33.348,33.3472,4.37366,4.506,4.5071,4.36543,4.5165,4.4853,4.4962,0.1028,0.4383,0.4183,0.709,12.804,10.977,25.2102,25.2129,0.6082,85.8954,1870.5,1e-12,12.4993,12.4879,0.1508,276.019,72.28978,72.15384,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"CalCOFI","1202NH",6,56,"1202_006d","28-Jan-2012 16:50:07","28-Jan-2012 08:50:07",32.68482,-117.86971,"093.3 035.0",93.3,35,49,49.353,12.4831,12.4825,12.4828,33.3549,33.3544,33.3543,33.3548,33.3546,4.31643,4.4468,4.4478,4.31287,4.4618,4.4308,4.4393,0.1005,0.4271,0.4116,0.716,13.0095,11.182,25.2208,25.2205,0.6063,85.9356,1870.5,1e-12,12.4767,12.4761,0.1535,275.035,71.31393,71.25517,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
