lon,lat
-121.522937,36.007491
-121.522643,36.007491
-121.521763,36.006611
-121.52059,36.006318
-121.520296,36.006025
-121.51971,36.005731
-121.515896,36.005731
-121.514429,36.005145
-121.511496,36.005145
-121.510616,36.003971
-121.509736,36.003091
-121.508856,36.003091
-121.507976,36.001918
-121.507095,36.001331
-121.505629,36.000158
-121.5,37.5
-122.108765,37.499198
-122.108472,37.498612
-122.107592,37.498612
-122.106712,37.498025
-122.099965,37.498025
-122.099085,37.498612
-122.096738,37.498612
-122.095858,37.499492
-122.094391,37.499492
-122.079137,37.499492
-122.07591,37.499492
-122.074149,37.498025
-122.072389,37.498025
-122.071803,37.497145
-122.063295,37.497145
-122.062415,37.496265
-122.059188,37.496265
-122.055962,37.492745
-122.055081,37.492745
-122.054201,37.492158
-122.049214,37.492158
-122.048334,37.492745
-122.047454,37.492745
-122.047161,37.492451
-122.047161,37.491571
-122.047454,37.491278
-122.052441,37.491278
-122.053321,37.490398
-122.057428,37.490398
-122.058015,37.490104
-122.057135,37.489224
-122.057135,37.486584
-122.056255,37.485704
-122.056255,37.482477
-122.055375,37.481597
-122.055375,37.48013
-122.054788,37.47925
-122.054495,37.470743
-122.053615,37.469863
-122.053615,37.469276
-122.053028,37.468396
-122.053028,37.467516
-122.052148,37.466636
-122.052148,37.465756
-122.050974,37.464583
-122.050094,37.465463
-122.048334,37.465463
-122.047454,37.466343
-122.045107,37.466343
-122.044227,37.466929
-122.041587,37.467223
-122.04012,37.46869
-122.032493,37.46869
-122.031613,37.46781
-122.028386,37.46781
-122.027506,37.46869
-122.025746,37.46869
-122.025159,37.46781
-122.024279,37.46781
-122.023399,37.466929
-122.013718,37.466929
-122.009318,37.465756
-122.009025,37.464289
-122.012545,37.462823
-122.013425,37.461942
-122.019292,37.461942
-122.020172,37.461356
-122.022519,37.461356
-122.023106,37.460769
-122.022812,37.459009
-122.021346,37.457542
-122.021346,37.455782
-122.021639,37.455489
-122.022226,37.455782
-122.022226,37.456662
-122.026626,37.461356
-122.031613,37.461356
-122.032493,37.460476
-122.034253,37.460476
-122.035133,37.459596
-122.03572,37.459596
-122.040414,37.454902
-122.040414,37.453435
-122.04012,37.452848
-122.0366,37.452848
-122.036013,37.451968
-122.033373,37.451968
-122.032493,37.451088
-122.031613,37.451088
-122.03132,37.450795
-122.03132,37.449915
-122.031613,37.449622
-122.032493,37.449622
-122.033373,37.450502
-122.036013,37.450502
-122.0366,37.451382
-122.043347,37.451382
-122.044227,37.450502
-122.046574,37.450502
-122.047454,37.449622
-122.048334,37.449622
-122.049214,37.448742
-122.052441,37.448742
-122.053321,37.447861
-122.056548,37.447861
-122.057428,37.446981
-122.058308,37.446981
-122.059188,37.446101
-122.060949,37.446101
-122.061829,37.445515
-122.065055,37.445515
-122.065349,37.445808
-122.065349,37.447568
-122.066229,37.448448
-122.066229,37.449035
-122.067402,37.450502
-122.073269,37.450502
-122.074149,37.449622
-122.07503,37.449622
-122.07591,37.450502
-122.07679,37.449622
-122.07767,37.449622
-122.077963,37.449035
-122.077963,37.448448
-122.078256,37.447861
-122.08031,37.449915
-122.080603,37.450795
-122.080897,37.451382
-122.081777,37.451382
-122.082657,37.451968
-122.083537,37.451088
-122.084124,37.451088
-122.085004,37.450502
-122.086764,37.450502
-122.08823,37.451968
-122.090871,37.451968
-122.091751,37.451088
-122.092631,37.451088
-122.092924,37.451675
-122.092924,37.452555
-122.095564,37.454902
-122.095564,37.457542
-122.096738,37.458716
-122.100845,37.458716
-122.102605,37.456955
-122.102898,37.457542
-122.102018,37.458422
-122.102018,37.459009
-122.101138,37.459889
-122.101431,37.463409
-122.101725,37.463703
-122.102605,37.463703
-122.103485,37.462823
-122.104072,37.462823
-122.104952,37.461942
-122.107592,37.461942
-122.108472,37.462823
-122.109939,37.462823
-122.110819,37.463703
-122.113459,37.463703
-122.114339,37.464583
-122.114926,37.464583
-122.115512,37.465169
-122.115512,37.465756
-122.118446,37.46869
-122.119033,37.46869
-122.120499,37.469863
-122.120499,37.470743
-122.123726,37.474263
-122.121966,37.47573
-122.122846,37.47661
-122.121966,37.47749
-122.122553,37.477784
-122.124313,37.477784
-122.125486,37.47925
-122.125486,37.481597
-122.124606,37.482477
-122.124606,37.484237
-122.125486,37.485117
-122.125486,37.490985
-122.126367,37.491571
-122.126367,37.493331
-122.127247,37.494211
-122.127247,37.495091
-122.127833,37.495972
-122.127833,37.496558
-122.128713,37.497438
-122.128713,37.499198
-122.158342,37.499492
-122.157462,37.499492
-122.157169,37.499198
-122.157462,37.498612
-122.165969,37.498612
-122.166556,37.498025
-122.168023,37.499198
-122.502154,37.499198
-122.502154,37.496558
-122.503034,37.495678
-122.503034,37.495091
-122.502447,37.494505
-122.49658,37.494505
-122.496286,37.495091
-122.496286,37.495972
-122.497167,37.496558
-122.497167,37.498318
-122.496286,37.499198
-122.473405,37.499492
-122.472525,37.499492
-122.471645,37.498612
-122.470765,37.498612
-122.469885,37.498025
-122.469298,37.498025
-122.467831,37.496558
-122.467831,37.495678
-122.467538,37.495385
-122.466658,37.495385
-122.463431,37.492158
-122.461671,37.492158
-122.460791,37.491278
-122.459911,37.491278
-122.457857,37.489224
-122.457857,37.488344
-122.45639,37.486584
-122.45639,37.485117
-122.45463,37.483357
-122.45463,37.482477
-122.45375,37.481597
-122.45375,37.480717
-122.45287,37.48013
-122.45287,37.47925
-122.451403,37.47749
-122.451403,37.47661
-122.450523,37.47573
-122.450523,37.474263
-122.449643,37.473383
-122.449643,37.470743
-122.448763,37.469863
-122.448763,37.468396
-122.447883,37.467516
-122.447883,37.463409
-122.447003,37.462529
-122.447003,37.459889
-122.446416,37.459009
-122.446416,37.457542
-122.445536,37.456662
-122.445536,37.452555
-122.444656,37.451675
-122.444656,37.434954
-122.442896,37.433194
-122.442896,37.432607
-122.442603,37.43202
-122.441723,37.43202
-122.440549,37.430847
-122.440549,37.42674
-122.436149,37.422633
-122.436442,37.420873
-122.435562,37.419993
-122.435562,37.417353
-122.433802,37.415886
-122.433802,37.415006
-122.432922,37.414126
-122.432922,37.412366
-122.430868,37.410312
-122.429988,37.410312
-122.428815,37.409139
-122.428815,37.408259
-122.427935,37.407379
-122.428815,37.406792
-122.428815,37.405032
-122.427642,37.403858
-122.426761,37.403858
-122.426175,37.403272
-122.426175,37.402392
-122.425588,37.401805
-122.425588,37.400045
-122.424708,37.399165
-122.424708,37.396524
-122.423828,37.395938
-122.423828,37.395058
-122.422948,37.394178
-122.422948,37.393298
-122.423828,37.392417
-122.423828,37.391537
-122.422068,37.390071
-122.422068,37.389191
-122.420308,37.38743
-122.420308,37.38655
-122.416201,37.382443
-122.416201,37.381563
-122.415321,37.380683
-122.415321,37.379217
-122.414147,37.378043
-122.411507,37.378043
-122.411214,37.377456
-122.411214,37.375696
-122.41092,37.375403
-122.41004,37.375403
-122.409747,37.37511
-122.409747,37.370123
-122.408867,37.369242
-122.408867,37.363375
-122.407987,37.362495
-122.407987,37.361615
-122.407693,37.361322
-122.404173,37.361322
-122.40036,37.357508
-122.40036,37.354868
-122.400946,37.354575
-122.401826,37.354575
-122.40212,37.354281
-122.40212,37.349001
-122.403,37.348414
-122.403,37.339907
-122.40212,37.339027
-122.40212,37.33844
-122.403,37.33756
-122.403,37.332573
-122.40388,37.331693
-122.40388,37.322599
-122.403,37.321719
-122.40388,37.320839
-122.40388,37.319959
-122.404173,37.319666
-122.405053,37.319666
-122.405347,37.319079
-122.405347,37.317612
-122.406227,37.316732
-122.406227,37.311745
-122.407107,37.310865
-122.407107,37.309985
-122.406227,37.309105
-122.406227,37.308225
-122.407107,37.307638
-122.407107,37.301771
-122.407987,37.300891
-122.407987,37.296784
-122.408867,37.295904
-122.407987,37.295024
-122.407987,37.294144
-122.408867,37.293264
-122.408867,37.286517
-122.409454,37.28593
-122.409747,37.28241
-122.410334,37.28153
-122.410334,37.280063
-122.411214,37.279183
-122.411214,37.277423
-122.410334,37.276542
-122.410334,37.275662
-122.411214,37.275076
-122.411214,37.274196
-122.412094,37.273316
-122.412094,37.271555
-122.412974,37.270969
-122.412974,37.267448
-122.412094,37.266568
-122.412094,37.265688
-122.411214,37.265102
-122.4118,37.264515
-122.413267,37.264515
-122.415614,37.262461
-122.415321,37.257474
-122.416201,37.256594
-122.416201,37.255128
-122.418841,37.252487
-122.418841,37.251607
-122.419721,37.250727
-122.419721,37.249261
-122.420014,37.248674
-122.420308,37.249261
-122.420308,37.249847
-122.420894,37.250434
-122.421774,37.250434
-122.422068,37.250141
-122.422068,37.2475
-122.421188,37.24662
-122.421188,37.24486
-122.420308,37.244273
-122.420308,37.243393
-122.421188,37.242513
-122.420308,37.241633
-122.420308,37.239873
-122.419721,37.239286
-122.419721,37.238406
-122.418841,37.237526
-122.418841,37.233419
-122.414147,37.228726
-122.413267,37.228726
-122.412094,37.227552
-122.412094,37.224912
-122.411214,37.224032
-122.411214,37.223445
-122.410334,37.222565
-122.410334,37.220805
-122.409454,37.219925
-122.409747,37.218458
-122.410334,37.217578
-122.410334,37.215818
-122.409747,37.214938
-122.409747,37.212591
-122.408867,37.211711
-122.408867,37.209951
-122.407987,37.209071
-122.407987,37.207311
-122.407107,37.206724
-122.407107,37.201737
-122.406227,37.200857
-122.406227,37.199977
-122.405347,37.199097
-122.407107,37.19763
-122.407107,37.19675
-122.405933,37.195283
-122.405053,37.195283
-122.403293,37.193817
-122.402413,37.193817
-122.40036,37.19147
-122.40036,37.189123
-122.399479,37.188243
-122.399773,37.185896
-122.398893,37.185016
-122.398893,37.184136
-122.398306,37.183549
-122.397426,37.183549
-122.397133,37.183256
-122.397133,37.181496
-122.396546,37.181202
-122.394199,37.181202
-122.393319,37.182082
-122.385105,37.182082
-122.384225,37.181202
-122.382465,37.181202
-122.381585,37.180322
-122.380118,37.180322
-122.378358,37.178855
-122.377478,37.178855
-122.371611,37.172988
-122.370144,37.172988
-122.369264,37.172108
-122.368384,37.172108
-122.368091,37.171522
-122.368091,37.170935
-122.367211,37.170055
-122.367211,37.169175
-122.36633,37.168295
-122.36633,37.167415
-122.36457,37.165948
-122.36457,37.165068
-122.36281,37.163308
-122.36281,37.162428
-122.362223,37.161548
-122.36193,37.160667
-122.36281,37.160081
-122.36281,37.157441
-122.362223,37.156561
-122.362223,37.15568
-122.363104,37.1548
-122.36281,37.153334
-122.362223,37.152454
-122.363397,37.15128
-122.364277,37.15128
-122.36457,37.150693
-122.362517,37.14864
-122.35753,37.14864
-122.357236,37.148347
-122.357236,37.147467
-122.35665,37.147173
-122.35577,37.147173
-122.354303,37.145413
-122.352543,37.145413
-122.351663,37.144533
-122.350196,37.144533
-122.349023,37.145413
-122.348436,37.144533
-122.347556,37.144533
-122.345502,37.14248
-122.345502,37.139839
-122.342569,37.137199
-122.340809,37.136906
-122.340515,37.136612
-122.340515,37.135732
-122.339635,37.134852
-122.339635,37.129279
-122.340515,37.128399
-122.340515,37.119891
-122.339635,37.119305
-122.339635,37.118424
-122.338462,37.116958
-122.334942,37.116958
-122.334648,37.116664
-122.334648,37.115784
-122.333768,37.114904
-122.333768,37.110797
-122.333475,37.110504
-122.332595,37.110504
-122.331715,37.111091
-122.330835,37.111091
-122.329368,37.112851
-122.328488,37.112851
-122.327608,37.113731
-122.326728,37.113731
-122.325848,37.114611
-122.324087,37.114611
-122.323501,37.115491
-122.322621,37.115491
-122.321741,37.116371
-122.317634,37.116371
-122.316754,37.116958
-122.313233,37.116958
-122.312647,37.116078
-122.310886,37.116371
-122.310006,37.115491
-122.309126,37.115491
-122.308246,37.114611
-122.30678,37.114611
-122.305019,37.112851
-122.304139,37.112851
-122.303259,37.111971
-122.302379,37.111971
-122.300912,37.110504
-122.299152,37.110504
-122.297392,37.108744
-122.296805,37.108744
-122.295045,37.106984
-122.294165,37.106984
-122.293872,37.10669
-122.293872,37.10581
-122.292699,37.104637
-122.291818,37.104637
-122.290938,37.103757
-122.290058,37.103757
-122.286245,37.099943
-122.286245,37.099063
-122.285071,37.09789
-122.284191,37.09789
-122.283311,37.09701
-122.282431,37.09701
-122.280964,37.095543
-122.280084,37.095543
-122.279498,37.094956
-122.279498,37.094076
-122.278911,37.093196
-122.278617,37.092609
-122.277151,37.090849
-122.277151,37.089089
-122.276271,37.088502
-122.276271,37.087622
-122.275977,37.087036
-122.275097,37.087036
-122.273337,37.085275
-122.272457,37.085275
-122.271284,37.084102
-122.271284,37.083222
-122.269524,37.081755
-122.269524,37.079995
-122.268937,37.079115
-122.268937,37.078235
-122.26835,37.077942
-122.266883,37.077942
-122.265417,37.076768
-122.265417,37.075888
-122.264536,37.075008
-122.264536,37.072368
-122.264243,37.072074
-122.262483,37.072074
-122.26219,37.071781
-122.26219,37.070901
-122.26043,37.069141
-122.26043,37.068261
-122.259843,37.067968
-122.259256,37.067968
-122.258083,37.066794
-122.258083,37.065034
-122.255442,37.062394
-122.255442,37.060047
-122.253389,37.057993
-122.251629,37.057993
-122.248695,37.05506
-122.248695,37.05418
-122.248402,37.053593
-122.247522,37.053593
-122.242535,37.048606
-122.241655,37.048606
-122.241361,37.048313
-122.241361,37.047433
-122.239308,37.045379
-122.238428,37.045379
-122.237548,37.044499
-122.236668,37.044499
-122.236374,37.044206
-122.236374,37.043326
-122.235788,37.043032
-122.235201,37.043032
-122.234614,37.042446
-122.234614,37.041566
-122.233734,37.040686
-122.233734,37.040099
-122.232267,37.038339
-122.232267,37.037459
-122.231387,37.036579
-122.231387,37.035699
-122.230507,37.035112
-122.230507,37.034232
-122.229627,37.033352
-122.229627,37.030711
-122.228747,37.030125
-122.228747,37.029245
-122.227867,37.028365
-122.227867,37.027485
-122.2264,37.025724
-122.2264,37.025138
-122.225814,37.024551
-122.224054,37.024551
-122.223467,37.023671
-122.21848,37.023671
-122.217893,37.023378
-122.217893,37.022498
-122.21496,37.019564
-122.21408,37.019564
-122.212613,37.017804
-122.210853,37.017804
-122.209679,37.01663
-122.209679,37.01575
-122.207626,37.013697
-122.206746,37.013697
-122.205866,37.012817
-122.201759,37.012817
-122.200292,37.011643
-122.200585,37.010763
-122.199999,37.01047
-122.198238,37.01047
-122.197652,37.00959
-122.196772,37.00959
-122.195892,37.00871
-122.195011,37.00871
-122.194718,37.008417
-122.194718,37.006656
-122.194131,37.006363
-122.192371,37.006363
-122.190024,37.003723
-122.188264,37.003723
-122.187971,37.00343
-122.187971,37.001669
-122.187091,37.000789
-122.187384,36.999909
-122.187384,36.999909
-122.341395,37.10845
-122.341102,37.110797
-122.340809,37.111091
-122.339342,37.111091
-122.335528,37.10757
-122.335528,37.10669
-122.335822,37.106104
-122.339929,37.106104
-122.340515,37.10669
-122.340515,37.10757
-122.341395,37.10845
